year,category1,retailer,avg_sku_count,avg_brand_count,avg_category_coverage_pct,avg_exclusive_sku_count,avg_common_sku_count,matched_sku_count_promo_price_index,matched_sku_count_regular_price_index,price_index_promo_price_index,price_index_regular_price_index
2024,Household / Pet food and care,WATSONS,41.666666666666664,21.0,0.2051964855268701,0.6666666666666666,41.0,41.0,41.0,103.8680263951656,100.34801781564123
2024,Household / Pet food and care,WELLCOME,153.33333333333334,57.0,0.7472768851176506,1.6666666666666667,151.66666666666666,151.66666666666666,151.66666666666666,98.73983272840643,99.2043176695521
2024,Milk powder / Baby care,AEON,11.666666666666666,3.6666666666666665,0.08176408249775823,4.666666666666667,7.0,7.0,7.0,100.16612785447171,100.35705303867421
2024,Milk powder / Baby care,JASONS,65.66666666666667,21.333333333333332,0.461873318659819,0.6666666666666666,65.0,65.0,65.0,101.04115555529012,100.8738600696003
2024,Milk powder / Baby care,MANNINGS,100.0,23.0,0.7026982962419499,1.6666666666666667,98.33333333333333,98.33333333333333,98.33333333333333,100.18771934319555,100.2249098591417
2024,Milk powder / Baby care,PARKNSHOP,97.0,28.333333333333332,0.6816173473546915,2.6666666666666665,94.33333333333333,94.33333333333333,94.33333333333333,99.89288859213029,100.12652493690837
2024,Milk powder / Baby care,WATSONS,120.33333333333333,32.666666666666664,0.8456020216841934,6.666666666666667,113.66666666666667,113.66666666666667,113.66666666666667,99.15305710743644,99.0923321752528
2024,Milk powder / Baby care,WELLCOME,71.0,20.666666666666668,0.49858971223608056,0.6666666666666666,70.33333333333333,70.33333333333333,70.33333333333333,100.33070579199016,100.22158582777229
2024,Noodles / Cooking needs / Processed food (cold),AEON,5.0,5.0,0.018867924528301886,5.0,0.0,,,,
2024,Noodles / Cooking needs / Processed food (cold),DCHFOOD,26.333333333333332,13.666666666666666,0.09365108759999392,1.3333333333333333,25.0,22.0,22.0,102.70728091119088,90.3653233258247
2024,Noodles / Cooking needs / Processed food (cold),JASONS,212.33333333333334,74.33333333333333,0.7195755855431928,1.0,211.33333333333334,211.33333333333334,211.33333333333334,100.09285212091079,100.70213657796911
2024,Noodles / Cooking needs / Processed food (cold),PARKNSHOP,254.33333333333334,86.66666666666667,0.876740353948569,66.33333333333333,188.33333333333334,187.66666666666666,187.66666666666666,100.74352969866312,100.6121591317135
2024,Noodles / Cooking needs / Processed food (cold),WELLCOME,220.0,73.33333333333333,0.749147038931644,0.6666666666666666,219.33333333333334,219.33333333333334,219.33333333333334,99.03487623648925,99.52383204293842
2024,Personal care,AEON,4.0,4.0,0.010471775293155168,1.0,3.0,3.0,3.0,104.1467583404275,102.29998984147095
2024,Personal care,JASONS,165.66666666666666,73.0,0.43398781928915553,2.3333333333333335,163.33333333333334,163.33333333333334,163.33333333333334,101.19838832448225,100.46800379306802
2024,Personal care,MANNINGS,170.0,92.66666666666667,0.4450504499590946,13.666666666666666,156.33333333333334,156.33333333333334,156.33333333333334,95.21970479927529,99.45874211618214
2024,Personal care,PARKNSHOP,234.33333333333334,105.0,0.613489682756113,31.0,203.33333333333334,203.33333333333334,203.33333333333334,102.96526548309505,101.08563980129024
2024,Personal care,WATSONS,292.3333333333333,119.66666666666667,0.7652622488864648,46.333333333333336,246.0,246.0,246.0,100.0638395666024,99.81480432617245
2024,Personal care,WELLCOME,176.66666666666666,77.66666666666667,0.46245795836742115,1.6666666666666667,175.0,175.0,175.0,100.37296581290381,99.21498365405284
2024,Rice / Oil / Canned food / Fruits / Vegetables / Meat,AEON,7.0,6.0,0.03125,7.0,0.0,,,,
2024,Rice / Oil / Canned food / Fruits / Vegetables / Meat,DCHFOOD,31.666666666666668,18.0,0.12703788958123516,4.666666666666667,27.0,27.0,27.0,104.69545721254377,101.03400731862304
2024,Rice / Oil / Canned food / Fruits / Vegetables / Meat,JASONS,127.33333333333333,51.666666666666664,0.5008125800042033,6.666666666666667,120.66666666666667,120.66666666666667,120.66666666666667,100.61772721357848,100.71942433204613
2024,Rice / Oil / Canned food / Fruits / Vegetables / Meat,PARKNSHOP,188.33333333333334,77.33333333333333,0.7546393908626671,106.0,82.33333333333333,82.33333333333333,82.33333333333333,97.97607494610259,98.69299557050014
2024,Rice / Oil / Canned food / Fruits / Vegetables / Meat,WELLCOME,122.66666666666667,48.333333333333336,0.48283270148777113,0.3333333333333333,122.33333333333333,122.33333333333333,122.33333333333333,99.99829299885938,100.03575239476704
