sku,product_name,brand,category1,category2,category3
P000000327,Ion Supply Drink 500mL,Pocari Sweat,Drinks,Bottled water / Sports drinks /  Energy drinks,Sports drinks
P000000859,Ion Supply Drink - Powder 66g x 5,Pocari Sweat,Drinks,Bottled water / Sports drinks /  Energy drinks,Sports drinks
P000000060,Ion Supply Drink - Can 340mL x 6,Pocari Sweat,Drinks,Bottled water / Sports drinks /  Energy drinks,Sports drinks
P000002505,Natural Mineral Water (Eau Minérale Naturelle) 1.5L x 6,Volvic,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000000334,Natural Mineral Water (Eau Minérale Naturelle) 1.5L,Volvic,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000002207,Natural Mineral Water 570mL,Ganten,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000002240,Natural Artesian Water 500mL,Fiji,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000002239,Natural Artesian Water 1L,Fiji,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000000817,Mineral Water 500mL,Evian,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000002209,Mineral Water 330mL,Evian,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000001080,Mineralized Water 5L,Cool Water,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineralized water
P000000089,Mineralized Water 750mL,Cool Water,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineralized water
P000001083,Mineralized Water 5L,Bonaqua,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineralized water
P000004069,French Mineral Water 6 X 1.5 LT,Meadows,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000001918,Natural Mineral Water (Eau Minérale Naturelle) 500mL,Volvic,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000002552,Sparkling Natural Mineral Water 1L,San Pellegrino,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000000779,Sparkling Natural Mineral Water 750mL,San Pellegrino,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000001131,Natural Mineral Water - Sparkling 1.5L,San Benedetto,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000000084,Sparkling Mineral Water 750mL,Perrier,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000000752,Sparkling Mineral Water 330mL,Perrier,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000003886,Sparkling Natural Mineral Water 500 ML,Meadows,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000004302,SPARKLING MINERAL WATER 6 X 1 LT,Meadows,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000003887,French Mountain Spring Water 500 ML,Meadows,Drinks,Bottled water / Sports drinks /  Energy drinks,Mineral water / Spring water / Artesian water
P000002599,Moving Rubber Hair Wax (Spiky Edge) 80g,Gatsby,Personal care,Hair care,Hair stylings
P000001875,Super Mellow Mijiu 500mL,Pearl River Bridge,Beer / Wines / Spirits,Rice wines,Chinese
P000003344,Air Conditioner Disinfectant 500mL,Walch,Household / Pet food and care,Household cleaning,Air Conditioner Cleaner
P000003343,Air-Conditioner Cleaner (Forest) 420mL,Homeki,Household / Pet food and care,Household cleaning,Air Conditioner Cleaner
P000003342,Air Conditioner Cleaner 473mL,3M,Household / Pet food and care,Household cleaning,Air Conditioner Cleaner
P000002095,Heavy Duty Household Gloves (Medium),3M Scotch-Brite,Household / Pet food and care,Household cleaning,Gloves
P000001424,Pipe Concentrated Cleaning Gel 450mL,Lion Pipeman,Household / Pet food and care,Household cleaning,Drain cleaners
P000004924,Liquid-Plumr 946mL,Clorox,Household / Pet food and care,Household cleaning,Drain cleaners
P000004519,ANTISEPTIC LIQUID 750 ML,MEADOWS HOME,Household / Pet food and care,Household cleaning,Disinfectants
P000004926,Power Foam Pipe Cleaner 400mL,Sanibon,Household / Pet food and care,Household cleaning,Drain cleaners
P000001588,Extra Medium Weight House Gloves (Small),Marigold,Household / Pet food and care,Household cleaning,Gloves
P000001773,Clip Mop Refill,3M Scotch-Brite,Household / Pet food and care,Household cleaning,Mops
P000003062,Absorbent Scourer,Vileda,Household / Pet food and care,Household cleaning,Scourers / Sponges
P000003061,Absorbent Scrub Sponge (Delicate Duty Non-scratch),3M Scotch-Brite,Household / Pet food and care,Household cleaning,Scourers / Sponges
P000002096,Household Gloves (Medium),Showa,Household / Pet food and care,Household cleaning,Gloves
P000002097,Long Life House Gloves (Medium),Marigold,Household / Pet food and care,Household cleaning,Gloves
P000002098,Futura Gloves - Revolutionary Nitrile Material (Medium),Marigold,Household / Pet food and care,Household cleaning,Gloves
P000004493,ANTISEPTIC LIQUID 1.2 LT,MEADOWS HOME,Household / Pet food and care,Household cleaning,Disinfectants
P000000762,Bleach - Regular 2.8L,Clorox,Household / Pet food and care,Household cleaning,Bleach
P000000763,Bleach - Lemon 2.8L,Clorox,Household / Pet food and care,Household cleaning,Bleach
P000003619,Bleach - Regular 2L,BESTbuy,Household / Pet food and care,Household cleaning,Bleach
P000001200,Furniture Polish - Lemon 330mL,Pledge,Household / Pet food and care,Household cleaning,Furniture polish
P000003154,Toilet Gel (Lemon) 38g,Toilet Duck,Household / Pet food and care,Household cleaning,Toilet cleaners
P000001269,Liquid Toilet Cleaner (Citrus) 750mL,Toilet Duck,Household / Pet food and care,Household cleaning,Toilet cleaners
P000003735,Bleach Toilet Bowl Cleaner (Active Citrus) 750mL,Toilet Duck,Household / Pet food and care,Household cleaning,Toilet cleaners
P000001776,Clip Mop with Handle,3M Scotch-Brite,Household / Pet food and care,Household cleaning,Mops
P000001146,Bleach - Lemon 1.5L,Kao,Household / Pet food and care,Household cleaning,Bleach
P000001711,Disinfectant Spray (Morning Dew) 450 mL,Dettol,Household / Pet food and care,Household cleaning,Disinfectants
P000000898,Antiseptic Disinfectant 1.2L,Dettol,Household / Pet food and care,Household cleaning,Disinfectants
P000001599,Kitchen Bleach 600mL,Kao,Household / Pet food and care,Household cleaning,Bleach
P000000726,Bleach 1.5L,Kao,Household / Pet food and care,Household cleaning,Bleach
P000001418,Bleach 600mL,Kao,Household / Pet food and care,Household cleaning,Bleach
P000000764,Bleach - Lemon 2.5L,Kao,Household / Pet food and care,Household cleaning,Bleach
P000002034,"Extra Soft (190g/roll, HKBT810, green packaging) 3-ply Bathroom Tissues 10 rolls",Hearttex,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000001117,"Ultra (1.85kg, HCJ002-01, orange colour packaging) 3-ply Toilet Tissue 10 rolls",C&S,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000002032,"Grand 3+1 (1650, yellow packaging) 4-ply Bathroom Tissue 12 rolls",C&S,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000001388,Printed 3-ply Bathroom Tissue (Natural Protect) 10 rolls,Andrex,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000002021,"Green Tea Mood (160g/roll, HKBT2410, green packaging) 3-ply Bathroom Tissues 10 rolls",Hearttex,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000003292,3-ply Bathroom Tissue (Baby Soft) 10 rolls,Andrex,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000000006,3-ply Bathroom Tissue (White) 10 rolls,Andrex,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000003857,3PLY Bath Tissue (Printed) 10 RL,Meadows Home,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000003135,Deluxe 3-ply Bathroom Tissue 10 rolls,Pulppy,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000002029,4-ply Toilet Tissue (purple packaging) 12 rolls (309724),Virjoy,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000000986,"Golden Supreme (180g/roll, VC4469) 3-ply Bathroom Tissue 10/12 rolls",Vinda,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000002028,"Golden Deluxe (1740g, VC4420) 4-ply Bathroom Tissue 12 rolls",Vinda,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000003136,"Golden 4-ply (1740g, VC4439) Bathroom Tissue 12 rolls",Vinda,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000001118,"Classic Blue Premium (1800g, VC4475) 3-ply Bathroom Tissue 10 rolls",Vinda,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000003026,4D Deluxe Deco Embossed (VC4610) 4-ply Bathroom Tissue 10 rolls,Vinda,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000003133,Neutral 3-ply Bathroom Tissue 10 rolls,Tempo,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000002020,Applewood 3-ply Bathroom Tissue 10 rolls,Tempo,Household / Pet food and care,Paper,Bathroom tissues / Toilet tissues / Toilet rolls / Toilet paper
P000000247,Petit Pocket Tissue - Neutral 18 packs,Tempo,Household / Pet food and care,Paper,Pocket size facial tissues
P000003295,Facial Box Tissue - Applewood 4 boxes,Tempo,Household / Pet food and care,Paper,Boxed facial tissues
P000004068,Classic Box Tissue 5 BX,Meadows Home,Household / Pet food and care,Paper,Boxed facial tissues
P000004503,CHARACTER BOX TISSUE 5 BX,MEADOWS HOME,Household / Pet food and care,Paper,Boxed facial tissues
P000000007,Facial Box Tissue (4+1) 5 boxes,Kleenex,Household / Pet food and care,Paper,Boxed facial tissues
P000002319,"Green Tea Mood (120 sheets x 2 ply, HKH120) Boxed Facial Tissue 5 boxes",Hearttex,Household / Pet food and care,Paper,Boxed facial tissues
P000001775,Wetmop with Handle (Blue),Vileda,Household / Pet food and care,Household cleaning,Mops
P000000920,Facial Box Tissue - Neutral 4 boxes,Tempo,Household / Pet food and care,Paper,Boxed facial tissues
P000001774,Wetmop Refill (Blue),Vileda,Household / Pet food and care,Household cleaning,Mops
P000003296,Petit Pocket Tissue - Applewood 18 packs,Tempo,Household / Pet food and care,Paper,Pocket size facial tissues
P000004504,CHARACTER POCKET TISSUE 12 PC,MEADOWS HOME,Household / Pet food and care,Paper,Pocket size facial tissues
P000002300,"Ultra Strong (100 sheets x 3 ply, L-width:189mm, VC2225) Softpack Tissue 4 packs",Vinda,Household / Pet food and care,Paper,Soft pack facial tissues
P000003860,Softpack Tissue (Freesia) 4 PK,Meadows Home,Household / Pet food and care,Paper,Soft pack facial tissues
P000003858,Soft PK Tissue(s),Meadows Home,Household / Pet food and care,Paper,Soft pack facial tissues
P000002301,"Green Tea Mood (150 sheets x 2 ply, HKDT3150) Softpack Facial Tissue 5 packs",Hearttex,Household / Pet food and care,Paper,Soft pack facial tissues
P000002320,Slim Pack Design (150 sheets x 2 ply) Facial Tissue 5 packs,Dear Soft,Household / Pet food and care,Paper,Soft pack facial tissues
P000000954,Super Soft (red-violet packaging) Box Tissue 5 boxes,Virjoy,Household / Pet food and care,Paper,Boxed facial tissues
P000001697,Jumbo 200 Box Tissue 5 boxes,Virjoy,Household / Pet food and care,Paper,Boxed facial tissues
P000000068,Dishwashing Detergent (Vitamin E Added Skin Moisturizing - with Lemon) 1.3kg,Axe,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000000978,Ultra Fabric Softener - Floral 1L,Softlan,Household / Pet food and care,Laundry needs,Softeners
P000000831,Dishwashing Detergent (Vitamin E Added Skin Moisturizing - with Lemon) Refill 1.3kg,Axe,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000000743,Fabric Softener Economy Pack - Classic 2L,Softlan,Household / Pet food and care,Laundry needs,Softeners
P000001151,Anti-Bacterial Fabric Softener - Refill 2L,Softlan,Household / Pet food and care,Laundry needs,Softeners
P000004513,CON AB SOFTENER (LAVENDER) 1 LT,MEADOWS HOME,Household / Pet food and care,Laundry needs,Softeners
P000000257,Fabric Softener Economy Pack - Floral 2L,Comfort,Household / Pet food and care,Laundry needs,Softeners
P000000742,Ultra Fabric Softener - Anti-Bacterial Deo Fresh 1L,Softlan,Household / Pet food and care,Laundry needs,Softeners
P000003098,Dish Liquid - Lemon 1L,Ecostore,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000000821,Dishwashing Liquid - Lemon 1L,Kao Wonderful,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000001246,The Super Concentrate Dish Washing Detergent (Clear Bottle) 500mL,Swipe,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000003096,Natural-Formula Disinfectant Washing Detergent 1L,Swashes,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000001199,Dishwashing Detergent 1L,Magiclean,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000004495,DISHWASH DETERGENT LIME 1.3 LT,MEADOWS HOME,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000004494,DISHWASH DETERGENT LEMON 1.3 LT,MEADOWS HOME,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000004511,CONCENTRATED DISHWASHING LIME DETERGENT 500 ML,MEADOWS HOME,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000004508,CONCENTRATED DISHWASHING LEMON DETERGENT 500 ML,MEADOWS HOME,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000003109,Dishwashing Liquid 2kg,Liby,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000003099,Lemon Liquid Detergent 2L,Labour,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000000704,Fabric Softener Economy Pack - Classic 2L,Comfort,Household / Pet food and care,Laundry needs,Softeners
P000001152,Anti-Bacterial Liquid Detergent (Floral) Refill 1.8L,Lion Top,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000001410,Concentrated Liquid Detergent - with Softener 2L,Kao Attack,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000002019,Concentrated Liquid Detergent - Deodorant Plus 2.4kg,Kao Attack,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000000741,Concentrated Liquid Detergent - Anti-Bacterial 3L,Kao Attack,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000000098,Anti-Bacterial Liquid Detergent (Floral) 2L,Lion Top,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000003245,Fabric Softener Concentrate Essence - Classic 880mL,Comfort,Household / Pet food and care,Laundry needs,Softeners
P000000113,Pre-Washstain 500mL,Vanish,Household / Pet food and care,Laundry needs,Stain Removers
P000001436,Vigor for Baby Liquid Detergent 1L,Vigor,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000001434,Clean'N Soft Hand Wash Detergent 1L,Vigor,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000004509,LAUNDRY SANITIZER-PINE 1.2 LT,MEADOWS HOME,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000004510,LAUNDRY SANITIZER LEMON 1.2 LT,MEADOWS HOME,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000004499,CON LAU LIQUID W/SOFTENER 3 LT,MEADOWS HOME,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000004491,CON ANTI-BAC LAUN LIQUID 3 LT,MEADOWS HOME,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000004505,CON AB SOFTENER-BABY KISS 1 LT,MEADOWS HOME,Household / Pet food and care,Laundry needs,Liquid laundry detergents
P000001893,Toilet Cleaner (Ocean) 650mL,Magiclean,Household / Pet food and care,Household cleaning,Toilet cleaners
P000001390,Bathroom Cleaner (Lemon) Trigger 500mL,Magiclean,Household / Pet food and care,Household cleaning,Bathroom cleaners
P000001389,Bathroom Cleaner (Lemon) Refill 500mL,Magiclean,Household / Pet food and care,Household cleaning,Bathroom cleaners
P000004528,BATHROOM BLEASH CLEANER 400 ML,MEADOWS HOME,Household / Pet food and care,Household cleaning,Bathroom cleaners
P000002424,Heavy Duty Glass Cleaner - Trigger 500g,Mr Muscle,Household / Pet food and care,Household cleaning,Glass cleaners
P000004514,BATHROOM CLEANER LEMON 500 ML,MEADOWS HOME,Household / Pet food and care,Household cleaning,Bathroom cleaners
P000003731,Mold Removal Bleaching Foam - Trigger 400mL,Magiclean,Household / Pet food and care,Household cleaning,Bathroom cleaners
P000002426,Bathroom Cleaner - Trigger 500g,Mr Muscle,Household / Pet food and care,Household cleaning,Bathroom cleaners
P000001914,Toilet Bleach (Regular) 500mL,Magiclean,Household / Pet food and care,Household cleaning,Toilet cleaners
P000003736,Active Cleaning Gel (Pine) 750mL,Harpic,Household / Pet food and care,Household cleaning,Toilet cleaners
P000003290,Toilet Bowl Cleaner with Bleach 709mL,Clorox,Household / Pet food and care,Household cleaning,Toilet cleaners
P000003734,Toilet Bowl Cleaner with Bleach (Lemon) 500mL,Clorox,Household / Pet food and care,Household cleaning,Toilet cleaners
P000003243,Kitchen Cleaner (Heavy Duty) - Trigger 500g,Mr Muscle,Household / Pet food and care,Household cleaning,Kitchen cleaners
P000003244,Kitchen Cleaner (Lime) Trigger 500mL,Magiclean,Household / Pet food and care,Household cleaning,Kitchen cleaners
P000004512,KITCHEN CLEANER LIME 500 ML,MEADOWS HOME,Household / Pet food and care,Household cleaning,Kitchen cleaners
P000001470,Glass Cleaner - Trigger 500mL,Magiclean,Household / Pet food and care,Household cleaning,Glass cleaners
P000000240,Cream Cleanser - Lemon Fresh 500mL,Cif,Household / Pet food and care,Household cleaning,General cleaners
P000003097,Superconcentrated Dishwash Detergent (Lime) 500mL,Ultra Axion,Household / Pet food and care,Household cleaning,Dishwashing liquid
P000001915,Superconcentrated Dishwash Detergent (Lemon) 500mL,Ultra Axion,Household / Pet food and care,Household cleaning,Dishwashing liquid
